,long_common_name,component,system,index
0,3.1024428055497073,3.3368838424215994,0.0,1
1,2.818943821070195,3.3368838424215994,0.0,2
2,2.748257240031889,3.3368838424215994,0.0,3
3,2.748257240031889,2.4233900923206186,0.0,4
4,2.748257240031889,2.0017865051499375,0.0,5
5,2.3157323475131966,2.0017865051499375,0.0,6
6,0.4368249222374398,3.6072040980939795,0.0,7
7,0.21388778096829805,-0.3340803121329879,0.0,8
8,0.21388778096829805,-0.3340803121329879,0.0,9
9,0.20218108714626068,-0.3340803121329879,0.0,10
10,0.20218108714626068,-0.3340803121329879,0.0,11
11,0.20218108714626068,-0.3340803121329879,0.0,12
12,0.20218108714626068,-0.3340803121329879,0.0,13
13,0.20218108714626068,-0.3340803121329879,0.0,14
14,0.12402956133843382,-0.3340803121329879,0.0,15
15,0.12402956133843382,-0.3340803121329879,0.0,16
16,0.12402956133843382,-0.3340803121329879,0.0,17
17,0.12402956133843382,-0.3340803121329879,0.0,18
18,0.12402956133843382,-0.3340803121329879,0.0,19
19,0.12402956133843382,-0.3340803121329879,0.0,20
20,0.12402956133843382,-0.3340803121329879,0.0,21
21,0.09931607890438837,-0.3340803121329879,0.0,22
22,0.09931607890438837,-0.3340803121329879,0.0,23
23,0.09931607890438837,-0.3340803121329879,0.0,24
24,0.09931607890438837,-0.3340803121329879,0.0,25
25,0.09931607890438837,-0.3340803121329879,0.0,26
26,0.04546213279771453,-0.3340803121329879,0.0,27
27,0.04546213279771453,-0.3340803121329879,0.0,28
28,0.04546213279771453,-0.3340803121329879,0.0,29
29,0.04546213279771453,-0.3340803121329879,0.0,30
30,0.04546213279771453,-0.3340803121329879,0.0,31
31,0.011233625469439321,-0.3340803121329879,0.0,32
32,0.011233625469439321,-0.3340803121329879,0.0,33
33,0.011233625469439321,-0.3340803121329879,0.0,34
34,-0.023816763361854735,-0.3340803121329879,0.0,35
35,-0.023816763361854735,-0.3340803121329879,0.0,36
36,-0.023816763361854735,-0.3340803121329879,0.0,37
37,-0.023816763361854735,-0.3340803121329879,0.0,38
38,-0.023816763361854735,-0.3340803121329879,0.0,39
39,-0.023816763361854735,-0.3340803121329879,0.0,40
40,-0.023816763361854735,-0.3340803121329879,0.0,41
41,-0.06503921831097384,-0.3340803121329879,0.0,42
42,-0.06503921831097384,-0.3340803121329879,0.0,43
43,-0.08536238029443062,-0.3340803121329879,0.0,44
44,-0.08536238029443062,-0.3340803121329879,0.0,45
45,-0.14040111425859322,-0.3340803121329879,0.0,46
46,-0.1899130611152805,-0.3340803121329879,0.0,47
47,-0.19053313165382826,-0.3340803121329879,0.0,48
48,-0.23469089174988225,-0.3340803121329879,0.0,49
49,-0.33151786319241805,-0.3340803121329879,0.0,50
50,-0.4040655451145909,-0.3340803121329879,0.0,51
51,-1.1265345831620994,-0.3340803121329879,0.0,52
52,-1.1265345831620994,-0.3340803121329879,0.0,53
53,-1.1265345831620994,-0.3340803121329879,0.0,54
54,-1.1265345831620994,-0.3340803121329879,0.0,55
55,-1.1265345831620994,-0.3340803121329879,0.0,56
56,-1.1265345831620994,-0.3340803121329879,0.0,57
57,-1.1265345831620994,-0.3340803121329879,0.0,58
58,-1.1265345831620994,-0.3340803121329879,0.0,59
59,-1.1265345831620994,-0.3340803121329879,0.0,60
60,-1.1265345831620994,-0.3340803121329879,0.0,61
61,-1.1265345831620994,-0.3340803121329879,0.0,62
62,-1.1265345831620994,-0.3340803121329879,0.0,63
63,-1.1265345831620994,-0.3340803121329879,0.0,64
64,-1.1265345831620994,-0.3340803121329879,0.0,65
65,-1.1265345831620994,-0.3340803121329879,0.0,66
66,-1.1265345831620994,-0.3340803121329879,0.0,67
