,long_common_name,component,system,index
0,3.5351043951946073,-0.4330342466794794,0.0,1
1,3.5351043951946073,-0.4330342466794794,0.0,2
2,2.0585594407439762,2.7108692640882035,0.0,3
3,1.8901528098396645,2.7108692640882035,0.0,4
4,1.6712025942264466,2.7108692640882035,0.0,5
5,1.5821500540093063,1.9285308682083142,0.0,6
6,1.4818250026505833,2.7108692640882035,0.0,7
7,1.041307822320735,1.567459241776435,0.0,8
8,0.8389351312424899,-0.4330342466794794,0.0,9
9,0.8389351312424899,-0.4330342466794794,0.0,10
10,0.8389351312424899,-0.4330342466794794,0.0,11
11,0.8389351312424899,-0.4330342466794794,0.0,12
12,0.8389351312424899,-0.4330342466794794,0.0,13
13,0.6849670832039614,-0.4330342466794794,0.0,14
14,0.6849670832039614,-0.4330342466794794,0.0,15
15,0.6849670832039614,-0.4330342466794794,0.0,16
16,0.5977787716757579,-0.4330342466794794,0.0,17
17,0.5533009167333484,-0.4330342466794794,0.0,18
18,0.5533009167333484,-0.4330342466794794,0.0,19
19,0.43941830908943025,-0.4330342466794794,0.0,20
20,0.2523069935998872,1.5607387090333993,0.0,21
21,-0.04753242871510667,1.9232975426567005,0.0,22
22,-0.10549089086473452,2.9423781443330803,0.0,23
23,-0.13946435235936577,1.9232975426567005,0.0,24
24,-0.13946435235936577,1.5607387090333993,0.0,25
25,-0.2310228807176825,-0.4330342466794794,0.0,26
26,-0.2963496347159497,-0.4330342466794794,0.0,27
27,-0.2963496347159497,-0.4330342466794794,0.0,28
28,-0.2963496347159497,-0.4330342466794794,0.0,29
29,-0.3407591265971205,-0.4330342466794794,0.0,30
30,-0.3528529969209689,-0.4330342466794794,0.0,31
31,-0.3528529969209689,-0.4330342466794794,0.0,32
32,-0.3528529969209689,-0.4330342466794794,0.0,33
33,-0.3528529969209689,-0.4330342466794794,0.0,34
34,-0.3528529969209689,-0.4330342466794794,0.0,35
35,-0.3528529969209689,-0.4330342466794794,0.0,36
36,-0.3528529969209689,-0.4330342466794794,0.0,37
37,-0.3528529969209689,-0.4330342466794794,0.0,38
38,-0.40220748640051035,-0.4330342466794794,0.0,39
39,-0.40220748640051035,-0.4330342466794794,0.0,40
40,-0.40220748640051035,-0.4330342466794794,0.0,41
41,-0.40220748640051035,-0.4330342466794794,0.0,42
42,-0.40220748640051035,-0.4330342466794794,0.0,43
43,-0.40220748640051035,-0.4330342466794794,0.0,44
44,-0.40220748640051035,-0.4330342466794794,0.0,45
45,-0.4456891081629995,-0.4330342466794794,0.0,46
46,-0.4456891081629995,-0.4330342466794794,0.0,47
47,-0.4456891081629995,-0.4330342466794794,0.0,48
48,-0.4456891081629995,-0.4330342466794794,0.0,49
49,-0.4456891081629995,-0.4330342466794794,0.0,50
50,-0.4842872473546595,-0.4330342466794794,0.0,51
51,-0.4842872473546595,-0.4330342466794794,0.0,52
52,-0.5187808670273052,-0.4330342466794794,0.0,53
53,-0.5497916245662261,-0.4330342466794794,0.0,54
54,-0.5778216716889564,-0.4330342466794794,0.0,55
55,-0.6032810544139674,-0.4330342466794794,0.0,56
56,-1.1330304326075198,-0.4330342466794794,0.0,57
57,-1.1330304326075198,-0.4330342466794794,0.0,58
58,-1.1330304326075198,-0.4330342466794794,0.0,59
59,-1.1330304326075198,-0.4330342466794794,0.0,60
60,-1.1330304326075198,-0.4330342466794794,0.0,61
61,-1.1330304326075198,-0.4330342466794794,0.0,62
62,-1.1330304326075198,-0.4330342466794794,0.0,63
63,-1.1330304326075198,-0.4330342466794794,0.0,64
64,-1.1330304326075198,-0.4330342466794794,0.0,65
65,-1.1330304326075198,-0.4330342466794794,0.0,66
66,-1.1330304326075198,-0.4330342466794794,0.0,67
