0 qid:1 1:2.818943821070195 2:3.336883842421599...
0 qid:1 1:2.748257240031889 2:3.336883842421599...
0 qid:1 1:2.748257240031889 2:2.423390092320618...
0 qid:1 1:2.748257240031889 2:2.001786505149937...
0 qid:1 1:2.3157323475131966 2:2.00178650514993...
0 qid:1 1:0.4368249222374398 2:3.60720409809397...
0 qid:1 1:0.21388778096829805 2:-0.334080312132...
0 qid:1 1:0.21388778096829805 2:-0.334080312132...
3 qid:1 1:0.20218108714626068 2:-0.334080312132...
0 qid:1 1:0.20218108714626068 2:-0.334080312132...
0 qid:1 1:0.20218108714626068 2:-0.334080312132...
0 qid:1 1:0.20218108714626068 2:-0.334080312132...
0 qid:1 1:0.20218108714626068 2:-0.334080312132...
3 qid:1 1:0.12402956133843382 2:-0.334080312132...
0 qid:1 1:0.12402956133843382 2:-0.334080312132...
0 qid:1 1:0.12402956133843382 2:-0.334080312132...
0 qid:1 1:0.12402956133843382 2:-0.334080312132...
0 qid:1 1:0.12402956133843382 2:-0.334080312132...
0 qid:1 1:0.12402956133843382 2:-0.334080312132...
0 qid:1 1:0.12402956133843382 2:-0.334080312132...
0 qid:1 1:0.09931607890438837 2:-0.334080312132...
0 qid:1 1:0.09931607890438837 2:-0.334080312132...
0 qid:1 1:0.09931607890438837 2:-0.334080312132...
0 qid:1 1:0.09931607890438837 2:-0.334080312132...
0 qid:1 1:0.09931607890438837 2:-0.334080312132...
0 qid:1 1:0.04546213279771453 2:-0.334080312132...
0 qid:1 1:0.04546213279771453 2:-0.334080312132...
3 qid:1 1:0.04546213279771453 2:-0.334080312132...
0 qid:1 1:0.04546213279771453 2:-0.334080312132...
0 qid:1 1:0.04546213279771453 2:-0.334080312132...
0 qid:1 1:0.011233625469439321 2:-0.33408031213...
3 qid:1 1:0.011233625469439321 2:-0.33408031213...
0 qid:1 1:0.011233625469439321 2:-0.33408031213...
0 qid:1 1:-0.023816763361854735 2:-0.3340803121...
0 qid:1 1:-0.023816763361854735 2:-0.3340803121...
0 qid:1 1:-0.023816763361854735 2:-0.3340803121...
0 qid:1 1:-0.023816763361854735 2:-0.3340803121...
0 qid:1 1:-0.023816763361854735 2:-0.3340803121...
0 qid:1 1:-0.023816763361854735 2:-0.3340803121...
0 qid:1 1:-0.023816763361854735 2:-0.3340803121...
0 qid:1 1:-0.06503921831097384 2:-0.33408031213...
0 qid:1 1:-0.06503921831097384 2:-0.33408031213...
0 qid:1 1:-0.08536238029443062 2:-0.33408031213...
0 qid:1 1:-0.08536238029443062 2:-0.33408031213...
0 qid:1 1:-0.14040111425859322 2:-0.33408031213...
0 qid:1 1:-0.1899130611152805 2:-0.334080312132...
0 qid:1 1:-0.19053313165382826 2:-0.33408031213...
0 qid:1 1:-0.23469089174988225 2:-0.33408031213...
0 qid:1 1:-0.33151786319241805 2:-0.33408031213...0 qid:2 1:2.0341271809694486 2:4.30452215578216...
0 qid:2 1:1.9364271031885563 2:-0.2510507152036...
0 qid:2 1:1.8130311923334863 2:4.30452215578216...
0 qid:2 1:1.8130311923334863 2:3.60357537313240...
0 qid:2 1:1.8130311923334863 2:-0.2510507152036...
0 qid:2 1:1.8130311923334863 2:-0.2510507152036...
0 qid:2 1:1.8130311923334863 2:-0.2510507152036...
0 qid:2 1:1.8130311923334863 2:-0.2510507152036...
0 qid:2 1:1.8130311923334863 2:-0.2510507152036...
0 qid:2 1:1.6261683224926158 2:-0.2510507152036...
0 qid:2 1:1.6261683224926158 2:-0.2510507152036...
0 qid:2 1:1.6261683224926158 2:-0.2510507152036...
0 qid:2 1:1.466159196816198 2:-0.25105071520363...
0 qid:2 1:1.466159196816198 2:-0.25105071520363...
3 qid:2 1:1.3276032123922272 2:-0.2510507152036...
0 qid:2 1:1.3276032123922272 2:-0.2510507152036...
0 qid:2 1:1.2064569505370535 2:-0.2510507152036...
0 qid:2 1:1.0996330484306625 2:3.60357537313240...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
1 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
1 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
0 qid:2 1:-0.6006916819460167 2:-0.251050715203...
